SecuCode,TradingDay,PrevClosePrice,OpenPrice,HighPrice,LowPrice,ClosePrice,TurnoverVolume,TurnoverValue,SecuMarket,SecuCategory,ListedDate,TradeState,SpecialTradeType,Split,Dividend,ActualPlaRatio,PlaPrice,BaseShares,ActualPlaVol,TotalShares,TotalFloatShares,SecuName,ChiName
300410.SZE,20201209,9.15,9.0,9.1,8.78,8.8,8668118,77371467.5,SZE,A,20141231,trade,0,1.0,0.0,0.0,0.0,0,0,374154590,364396226,正业科技,广东正业科技股份有限公司
300411.SZE,20201209,10.74,10.82,10.86,10.3,10.33,5974480,63149779.8,SZE,A,20141231,trade,0,1.0,0.0,0.0,0.0,0,0,456350089,170255037,金盾股份,浙江金盾风机股份有限公司
300412.SZE,20201209,11.22,11.22,11.28,10.73,10.82,7053200,77083023.0,SZE,A,20141231,trade,0,1.0,0.0,0.0,0.0,0,0,257224900,222509494,迦南科技,浙江迦南科技股份有限公司
300413.SZE,20201209,65.95,66.38,67.29,65.22,65.22,5872636,388480570.3,SZE,A,20150121,trade,0,1.0,0.0,0.0,0.0,0,0,1780377511,931357779,芒果超媒,芒果超媒股份有限公司
300414.SZE,20201209,13.35,13.43,13.49,12.93,13.01,4914495,64766515.2,SZE,A,20150513,trade,0,1.0,0.0,0.0,0.0,0,0,324733466,304864126,中光防雷,四川中光防雷科技股份有限公司
300415.SZE,20201209,15.05,15.25,15.88,15.14,15.39,11951453,185780580.7,SZE,A,20150123,trade,0,1.0,0.0,0.0,0.0,0,0,432000000,408925065,伊之密,广东伊之密精密机械股份有限公司
300416.SZE,20201209,23.9,23.97,24.1,23.33,23.41,3391750,80683807.5,SZE,A,20150122,trade,0,1.0,0.0,0.0,0.0,0,0,203366290,201858790,苏试试验,苏州苏试试验集团股份有限公司
300417.SZE,20201209,15.87,15.92,15.92,15.09,15.11,2132081,32929275.5,SZE,A,20150123,trade,0,1.0,0.0,0.0,0.0,0,0,137008376,75637369,南华仪器,佛山市南华仪器股份有限公司
300418.SZE,20201209,22.58,22.56,22.56,21.95,21.95,15797960,350511576.2,SZE,A,20150121,trade,0,1.0,0.0,0.0,0.0,0,0,1173379510,1003660565,昆仑万维,北京昆仑万维科技股份有限公司
300419.SZE,20201209,11.05,10.91,10.99,10.33,10.39,48169609,508490848.8,SZE,A,20150122,trade,0,1.0,0.0,0.0,0.0,0,0,367753770,367753770,浩丰科技,北京浩丰创源科技股份有限公司
300420.SZE,20201209,6.7,6.7,6.72,6.5,6.52,12748200,84270739.0,SZE,A,20150217,trade,0,1.0,0.0,0.0,0.0,0,0,858756586,667014829,五洋停车,江苏五洋停车产业集团股份有限公司
300421.SZE,20201209,8.2,8.19,8.24,7.81,7.87,7004730,55842929.6,SZE,A,20150217,trade,0,1.0,0.0,0.0,0.0,0,0,242465404,185552976,力星股份,江苏力星通用钢球股份有限公司
300422.SZE,20201209,11.72,11.72,11.8,11.52,11.56,4032828,46944369.8,SZE,A,20150217,trade,0,1.0,0.0,0.0,0.0,0,0,405713128,379599406,博世科,广西博世科环保科技股份有限公司
300423.SZE,20201209,14.22,14.29,14.29,14.01,14.04,2975500,41995585.0,SZE,A,20150217,trade,0,1.0,0.0,0.0,0.0,0,0,499308190,258380354,昇辉科技,昇辉智能科技股份有限公司
300424.SZE,20201209,20.43,20.4,20.4,19.0,19.01,16526933,323546426.2,SZE,A,20150422,trade,0,1.0,0.0,0.0,0.0,0,0,239863590,195884209,航新科技,广州航新航空科技股份有限公司
300425.SZE,20201209,4.83,4.84,4.84,4.67,4.67,6826333,32303033.5,SZE,A,20150216,trade,0,1.0,0.0,0.0,0.0,0,0,675708786,671604890,中建环能,中建环能科技股份有限公司
300426.SZE,20201209,7.27,7.28,7.28,7.04,7.1,1903022,13539093.7,SZE,A,20150217,trade,0,1.0,0.0,0.0,0.0,0,0,418919000,263263991,唐德影视,浙江唐德影视股份有限公司
300427.SZE,20201209,23.81,24.0,24.0,22.88,22.93,3695400,86462366.0,SZE,A,20150217,trade,0,1.0,0.0,0.0,0.0,0,0,360218180,317499735,红相股份,红相股份有限公司
300428.SZE,20201209,16.55,16.57,16.58,15.77,15.79,7173960,115281669.8,SZE,A,20150319,trade,0,1.0,0.0,0.0,0.0,0,0,578369253,184066543,四通新材,河北四通新型金属材料股份有限公司
300429.SZE,20201209,17.64,17.68,17.83,17.46,17.53,15695514,276835713.7,SZE,A,20150324,trade,0,1.0,0.0,0.0,0.0,0,0,515253388,316322859,强力新材,常州强力电子新材料股份有限公司
300430.SZE,20201209,10.98,11.03,11.08,10.3,10.3,9944181,105541218.8,SZE,A,20150319,trade,0,1.0,0.0,0.0,0.0,0,0,272008896,225342614,诚益通,北京诚益通控制工程科技股份有限公司
300432.SZE,20201209,10.99,10.85,10.94,10.28,10.29,27746530,293034821.4,SZE,A,20150319,trade,0,1.0,0.0,0.0,0.0,0,0,739032248,715558758,富临精工,绵阳富临精工股份有限公司
300433.SZE,20201209,33.15,33.35,34.06,32.68,32.68,51856207,1735517272.1,SZE,A,20150318,trade,0,1.0,0.0,0.0,0.0,0,0,4383857357,4369157887,蓝思科技,蓝思科技股份有限公司
300434.SZE,20201209,8.4,8.44,8.49,8.35,8.36,1632400,13733194.6,SZE,A,20150424,trade,0,1.0,0.0,0.0,0.0,0,0,401743872,333711072,金石亚药,四川金石亚洲医药股份有限公司
300435.SZE,20201209,13.86,13.82,14.15,13.7,13.7,5803400,80875337.0,SZE,A,20150326,trade,0,1.0,0.0,0.0,0.0,0,0,378190300,254348059,中泰股份,杭州中泰深冷技术股份有限公司
300436.SZE,20201209,41.31,41.9,43.78,41.0,41.91,5612339,238449016.4,SZE,A,20150422,trade,0,1.0,0.0,0.0,0.0,0,0,140000000,114011326,广生堂,福建广生堂药业股份有限公司
300437.SZE,20201209,11.01,11.02,11.05,10.54,10.58,4997574,53815570.5,SZE,A,20150423,trade,0,1.0,0.0,0.0,0.0,0,0,218346096,134243596,清水源,河南清水源科技股份有限公司
300438.SZE,20201209,23.11,23.51,23.78,22.11,22.52,24761913,568933082.8,SZE,A,20150424,trade,0,1.0,0.0,0.0,0.0,0,0,419537355,316688709,鹏辉能源,广州鹏辉能源科技股份有限公司
300439.SZE,20201209,20.54,20.38,20.67,19.9,19.91,3912900,79015252.0,SZE,A,20150422,trade,0,1.0,0.0,0.0,0.0,0,0,342999820,206387419,美康生物,美康生物科技股份有限公司
300440.SZE,20201209,9.05,9.04,9.1,8.96,8.98,2924200,26382711.5,SZE,A,20150423,trade,0,1.0,0.0,0.0,0.0,0,0,448000000,439985627,运达科技,成都运达科技股份有限公司
300441.SZE,20201209,9.13,9.13,9.19,8.99,9.03,6039080,54814818.3,SZE,A,20150423,trade,0,1.0,0.0,0.0,0.0,0,0,657189708,625728371,鲍斯股份,宁波鲍斯能源装备股份有限公司
300442.SZE,20201209,38.45,38.88,38.88,37.47,37.47,2009040,76053578.4,SZE,A,20150424,trade,0,1.0,0.0,0.0,0.0,0,0,100000000,99195625,普丽盛,上海普丽盛包装股份有限公司
300443.SZE,20201209,32.66,32.51,32.96,30.89,30.9,9061843,287567843.3,SZE,A,20150422,trade,0,1.0,0.0,0.0,0.0,0,0,261753484,159451183,金雷股份,金雷科技股份公司
300444.SZE,20201209,6.24,6.2,6.28,5.94,5.94,27297377,165708551.4,SZE,A,20150423,trade,0,1.0,0.0,0.0,0.0,0,0,585720642,351056796,双杰电气,北京双杰电气股份有限公司
300445.SZE,20201209,17.47,17.26,17.36,16.0,16.24,2888438,47929253.1,SZE,A,20150424,trade,0,1.0,0.0,0.0,0.0,0,0,216380084,116721413,康斯特,北京康斯特仪表科技股份有限公司
300446.SZE,20201209,9.59,9.57,9.59,9.04,9.06,7357354,67912850.1,SZE,A,20150423,trade,2,1.0,0.0,0.0,0.0,0,0,202620000,195541667,ST乐凯,保定乐凯新材料股份有限公司
300447.SZE,20201209,16.19,16.33,16.37,15.79,15.8,6209157,99625488.0,SZE,A,20150422,trade,0,1.0,0.0,0.0,0.0,0,0,291069255,170286695,全信股份,南京全信传输科技股份有限公司
300448.SZE,20201209,9.97,9.89,10.12,9.6,9.98,13771453,136424931.4,SZE,A,20150424,trade,0,1.0,0.0,0.0,0.0,0,0,692495699,464647141,浩云科技,浩云科技股份有限公司
300449.SZE,20201209,12.58,12.36,12.55,11.79,11.93,19340560,234272744.8,SZE,A,20150422,trade,0,1.0,0.0,0.0,0.0,0,0,298258899,244354889,汉邦高科,北京汉邦高科数字技术股份有限公司
300450.SZE,20201209,67.6,67.59,68.48,64.77,65.35,12508358,832398004.5,SZE,A,20150518,trade,0,1.0,0.0,0.0,0.0,0,0,897845274,896281005,先导智能,无锡先导智能装备股份有限公司
300451.SZE,20201209,14.66,14.55,14.64,14.18,14.39,9162476,132225688.9,SZE,A,20150514,trade,0,1.0,0.0,0.0,0.0,0,0,1192515916,918842303,创业慧康,创业慧康科技股份有限公司
300452.SZE,20201209,21.52,21.52,21.52,20.54,20.9,6935012,145091984.0,SZE,A,20150515,trade,0,1.0,0.0,0.0,0.0,0,0,180467070,142327906,山河药辅,安徽山河药用辅料股份有限公司
300453.SZE,20201209,15.3,15.32,15.43,14.83,14.9,4614314,69402281.9,SZE,A,20150515,trade,0,1.0,0.0,0.0,0.0,0,0,262685000,173449930,三鑫医疗,江西三鑫医疗科技股份有限公司
300454.SZE,20201209,217.55,217.55,217.9,208.19,208.31,1171778,249209817.7,SZE,A,20180516,trade,0,1.0,0.0,0.0,0.0,0,0,409014680,213680780,深信服,深信服科技股份有限公司
300455.SZE,20201209,12.85,12.82,12.93,12.31,12.36,4642409,58544563.6,SZE,A,20150515,trade,0,1.0,0.0,0.0,0.0,0,0,717767936,500397725,康拓红外,北京康拓红外技术股份有限公司
300456.SZE,20201209,27.91,27.8,28.15,26.86,26.88,9865530,271400142.5,SZE,A,20150514,trade,0,1.0,0.0,0.0,0.0,0,0,639121537,342506990,赛微电子,北京赛微电子股份有限公司
300457.SZE,20201209,28.88,28.91,29.2,27.38,27.81,9752978,272902753.9,SZE,A,20150514,trade,0,1.0,0.0,0.0,0.0,0,0,649537963,433835051,赢合科技,深圳市赢合科技股份有限公司
300458.SZE,20201209,38.51,39.02,41.5,39.01,39.54,27542885,1108560257.2,SZE,A,20150515,trade,0,1.0,0.0,0.0,0.0,0,0,330610757,219263073,全志科技,珠海全志科技股份有限公司
300459.SZE,20201209,4.01,4.0,4.0,3.85,3.85,82540764,323552788.7,SZE,A,20150515,trade,0,1.0,0.0,0.0,0.0,0,0,3515810939,2261837796,金科文化,浙江金科文化产业股份有限公司
300460.SZE,20201209,18.76,18.43,18.6,17.46,17.74,18986815,340130557.2,SZE,A,20150515,trade,0,1.0,0.0,0.0,0.0,0,0,235583880,235583880,惠伦晶体,广东惠伦晶体科技股份有限公司
300461.SZE,20201209,17.16,17.16,20.59,17.05,20.59,8763686,168940512.2,SZE,A,20150519,trade,0,1.0,0.0,0.0,0.0,0,0,121104000,69878117,田中精机,浙江田中精机股份有限公司
300462.SZE,20201209,22.73,22.73,22.93,22.01,22.05,2147200,48229089.0,SZE,A,20150527,trade,0,1.0,0.0,0.0,0.0,0,0,188265025,113961401,华铭智能,上海华铭智能终端设备股份有限公司
300463.SZE,20201209,47.43,47.19,47.55,46.11,46.37,3541489,164936428.0,SZE,A,20150528,trade,0,1.0,0.0,0.0,0.0,0,0,557109295,393045991,迈克生物,迈克生物股份有限公司
300464.SZE,20201209,21.39,21.2,21.35,19.78,19.86,7389299,150675742.3,SZE,A,20150610,trade,0,1.0,0.0,0.0,0.0,0,0,353122175,290352927,星徽精密,广东星徽精密制造股份有限公司
300465.SZE,20201209,13.48,13.45,13.5,13.02,13.04,6852180,90657343.2,SZE,A,20150528,trade,0,1.0,0.0,0.0,0.0,0,0,446762257,446762257,高伟达,高伟达软件股份有限公司
300466.SZE,20201209,6.81,6.85,6.86,6.36,6.5,12702200,84281827.2,SZE,A,20150528,trade,0,1.0,0.0,0.0,0.0,0,0,535529908,376612410,赛摩智能,赛摩智能科技集团股份有限公司
300467.SZE,20201209,15.94,16.07,16.07,14.98,15.19,6295000,96687172.0,SZE,A,20150527,trade,0,1.0,0.0,0.0,0.0,0,0,203204897,150565205,迅游科技,四川迅游网络科技股份有限公司
300468.SZE,20201209,23.58,23.5,23.67,22.8,22.85,7454569,172635648.8,SZE,A,20150527,trade,0,1.0,0.0,0.0,0.0,0,0,283299055,280579947,四方精创,深圳四方精创资讯股份有限公司
300469.SZE,20201209,14.46,14.5,15.39,14.32,15.05,21410036,321644310.9,SZE,A,20150611,trade,0,1.0,0.0,0.0,0.0,0,0,205135376,173616261,信息发展,上海信联信息发展股份有限公司
300470.SZE,20201209,42.8,43.23,44.33,40.93,40.93,1870880,80067933.3,SZE,A,20150612,trade,0,1.0,0.0,0.0,0.0,0,0,196692100,179727300,中密控股,中密控股股份有限公司
300471.SZE,20201209,12.26,12.23,12.68,12.06,12.27,11282033,140414154.6,SZE,A,20150611,trade,0,1.0,0.0,0.0,0.0,0,0,364720000,241296946,厚普股份,厚普清洁能源股份有限公司
300472.SZE,20201209,10.66,10.71,10.71,10.27,10.3,4080200,42641529.4,SZE,A,20150611,trade,0,1.0,0.0,0.0,0.0,0,0,206992919,167564460,新元科技,万向新元科技股份有限公司
300473.SZE,20201209,24.72,24.74,25.55,24.61,25.0,2446586,61623225.2,SZE,A,20150612,trade,0,1.0,0.0,0.0,0.0,0,0,113915093,111816305,德尔股份,阜新德尔汽车部件股份有限公司
300474.SZE,20201209,62.78,62.15,63.93,61.39,61.73,3667556,230916031.6,SZE,A,20160331,trade,0,1.0,0.0,0.0,0.0,0,0,301248278,151084793,景嘉微,长沙景嘉微电子股份有限公司
300475.SZE,20201209,12.05,12.05,12.28,12.03,12.22,2251240,27389351.0,SZE,A,20150610,trade,0,1.0,0.0,0.0,0.0,0,0,420000000,270971793,聚隆科技,安徽聚隆传动科技股份有限公司
300476.SZE,20201209,23.85,23.93,23.99,23.14,23.29,9552128,223890334.4,SZE,A,20150611,trade,0,1.0,0.0,0.0,0.0,0,0,777561455,763043550,胜宏科技,胜宏科技(惠州)股份有限公司
300477.SZE,20201209,6.33,6.3,6.52,6.24,6.28,21411880,137075650.3,SZE,A,20150610,trade,0,1.0,0.0,0.0,0.0,0,0,832975698,569299889,合纵科技,北京合纵科技股份有限公司
300478.SZE,20201209,10.89,10.87,10.88,10.52,10.56,1640580,17487713.2,SZE,A,20150610,trade,0,1.0,0.0,0.0,0.0,0,0,126673000,121185403,杭州高新,杭州高新橡塑材料股份有限公司
300479.SZE,20201209,16.07,16.17,16.17,15.37,15.37,3219871,50535013.0,SZE,A,20150612,trade,0,1.0,0.0,0.0,0.0,0,0,169555237,167910673,神思电子,神思电子技术股份有限公司
300480.SZE,20201209,17.25,17.2,17.32,14.66,14.75,9154366,143293924.1,SZE,A,20150702,trade,0,1.0,0.0,0.0,0.0,0,0,249343810,165327241,光力科技,光力科技股份有限公司
300481.SZE,20201209,23.64,23.71,24.0,22.92,23.0,3984059,93572923.2,SZE,A,20150630,trade,0,1.0,0.0,0.0,0.0,0,0,257059500,254995500,濮阳惠成,濮阳惠成电子材料股份有限公司
300482.SZE,20201209,73.65,74.22,75.11,72.88,73.13,4389822,323123543.9,SZE,A,20150630,trade,0,1.0,0.0,0.0,0.0,0,0,342680193,241285742,万孚生物,广州万孚生物技术股份有限公司
300483.SZE,20201209,34.66,34.67,36.96,34.5,36.23,1053485,37729886.8,SZE,A,20150630,trade,0,1.0,0.0,0.0,0.0,0,0,149184287,86335633,沃施股份,上海沃施园艺股份有限公司
300484.SZE,20201209,16.91,17.0,17.68,16.78,16.93,9212400,159033960.0,SZE,A,20160322,trade,0,1.0,0.0,0.0,0.0,0,0,208000000,146235286,蓝海华腾,深圳市蓝海华腾技术股份有限公司
300485.SZE,20201209,17.04,17.0,17.17,16.53,16.58,7123211,119252230.0,SZE,A,20150626,trade,0,1.0,0.0,0.0,0.0,0,0,481666400,253417557,赛升药业,北京赛升药业股份有限公司
300486.SZE,20201209,16.74,16.6,16.79,16.3,16.38,290550,4803780.0,SZE,A,20150630,trade,0,1.0,0.0,0.0,0.0,0,0,271006254,245410634,东杰智能,东杰智能科技集团股份有限公司
300487.SZE,20201209,48.0,48.15,48.2,45.0,45.38,2848233,131367840.9,SZE,A,20150702,trade,0,1.0,0.0,0.0,0.0,0,0,214577737,120966900,蓝晓科技,西安蓝晓科技新材料股份有限公司
300488.SZE,20201209,18.25,18.38,18.64,17.82,18.45,2346311,42684902.8,SZE,A,20150701,trade,0,1.0,0.0,0.0,0.0,0,0,165679281,136718602,恒锋工具,恒锋工具股份有限公司
300489.SZE,20201209,34.95,35.04,35.6,33.43,33.63,2267400,77847320.5,SZE,A,20150701,trade,0,1.0,0.0,0.0,0.0,0,0,136125000,135253125,中飞股份,哈尔滨中飞新技术股份有限公司
300490.SZE,20201209,12.49,13.21,13.55,11.92,12.03,44608645,565791368.9,SZE,A,20151231,trade,0,1.0,0.0,0.0,0.0,0,0,256171546,235889890,华自科技,华自科技股份有限公司
300491.SZE,20201209,19.28,19.19,19.45,18.66,18.74,5189202,98680165.9,SZE,A,20151231,trade,0,1.0,0.0,0.0,0.0,0,0,160761503,121493907,通合科技,石家庄通合电子科技股份有限公司
300492.SZE,20201209,45.44,45.3,47.2,45.06,45.34,508330,23278381.7,SZE,A,20151223,trade,0,1.0,0.0,0.0,0.0,0,0,141047370,109619324,华图山鼎,华图山鼎设计股份有限公司
300493.SZE,20201209,8.76,8.74,8.79,8.37,8.38,10399277,88949102.2,SZE,A,20151210,trade,0,1.0,0.0,0.0,0.0,0,0,477068962,477068962,润欣科技,上海润欣科技股份有限公司
300494.SZE,20201209,16.39,16.19,16.55,15.8,15.82,5107200,82691048.5,SZE,A,20151231,trade,0,1.0,0.0,0.0,0.0,0,0,240000000,159644299,盛天网络,湖北盛天网络技术股份有限公司
300495.SZE,20201209,7.31,7.28,7.31,7.14,7.2,7575508,54472122.5,SZE,A,20151222,trade,0,1.0,0.0,0.0,0.0,0,0,674279488,460864945,美尚生态,美尚生态景观股份有限公司
300496.SZE,20201209,98.5,99.39,100.3,98.04,98.65,7048634,698789526.7,SZE,A,20151210,trade,0,1.0,0.0,0.0,0.0,0,0,423167207,290220377,中科创达,中科创达软件股份有限公司
300497.SZE,20201209,14.98,14.98,15.13,14.7,14.74,6155951,91888645.5,SZE,A,20151222,trade,0,1.0,0.0,0.0,0.0,0,0,470813194,369318322,富祥药业,江西富祥药业股份有限公司
300498.SZE,20201209,19.84,19.77,19.86,19.36,19.39,29284556,574288386.2,SZE,A,20151102,trade,0,1.0,0.0,0.0,0.0,0,0,6373463840,4836978983,温氏股份,温氏食品集团股份有限公司
300499.SZE,20201209,11.52,11.52,11.52,11.1,11.17,6006695,67752936.7,SZE,A,20160202,trade,0,1.0,0.0,0.0,0.0,0,0,278299467,220975519,高澜股份,广州高澜节能技术股份有限公司
300500.SZE,20201209,15.1,15.16,15.17,14.67,14.67,1368893,20299948.3,SZE,A,20160204,trade,0,1.0,0.0,0.0,0.0,0,0,174480186,158382186,启迪设计,启迪设计集团股份有限公司
300501.SZE,20201209,22.65,23.0,23.0,21.56,21.77,5735047,126243725.3,SZE,A,20160204,trade,0,1.0,0.0,0.0,0.0,0,0,156529800,85388620,海顺新材,上海海顺新型药用包装材料股份有限公司
300502.SZE,20201209,58.26,58.13,59.14,57.61,57.68,4712268,275003737.1,SZE,A,20160303,trade,0,1.0,0.0,0.0,0.0,0,0,330978130,241602413,新易盛,成都新易盛通信技术股份有限公司
300503.SZE,20201209,14.72,14.03,14.03,11.99,12.72,67585816,844829009.4,SZE,A,20160309,trade,0,1.0,0.0,0.0,0.0,0,0,283989089,188037236,昊志机电,广州市昊志机电股份有限公司
300504.SZE,20201209,20.49,20.35,20.59,19.93,19.96,2598500,52503020.0,SZE,A,20180330,trade,0,1.0,0.0,0.0,0.0,0,0,267408000,105408000,天邑股份,四川天邑康和通信股份有限公司
300505.SZE,20201209,16.52,16.52,16.68,15.96,15.97,1590570,25928928.7,SZE,A,20160315,trade,0,1.0,0.0,0.0,0.0,0,0,130683958,81884075,川金诺,昆明川金诺化工股份有限公司
300506.SZE,20201209,5.8,5.8,6.13,5.67,5.97,18874195,111396476.7,SZE,A,20160324,trade,0,1.0,0.0,0.0,0.0,0,0,655045776,461364644,名家汇,深圳市名家汇科技股份有限公司
300507.SZE,20201209,12.92,12.89,12.9,12.13,12.16,7398739,91911595.2,SZE,A,20160429,trade,0,1.0,0.0,0.0,0.0,0,0,306269712,189578732,苏奥传感,江苏奥力威传感高科股份有限公司
300508.SZE,20201209,26.87,26.88,26.99,26.1,26.1,517040,13744609.6,SZE,A,20160419,trade,0,1.0,0.0,0.0,0.0,0,0,90912000,41937734,维宏股份,上海维宏电子科技股份有限公司
300509.SZE,20201209,7.66,7.7,7.72,7.38,7.4,4228340,31719387.1,SZE,A,20160425,trade,0,1.0,0.0,0.0,0.0,0,0,296400000,166576800,新美星,江苏新美星包装机械股份有限公司
300510.SZE,20201209,5.55,5.6,5.6,5.43,5.45,7845513,42991904.5,SZE,A,20160506,trade,0,1.0,0.0,0.0,0.0,0,0,882884984,788953036,金冠股份,吉林省金冠电气股份有限公司
300511.SZE,20201209,15.02,14.89,15.13,14.52,14.52,12703450,188534472.4,SZE,A,20160504,trade,0,1.0,0.0,0.0,0.0,0,0,442029925,280818579,雪榕生物,上海雪榕生物科技股份有限公司
300512.SZE,20201209,13.25,13.29,13.35,12.83,12.86,2721700,35452680.0,SZE,A,20160526,trade,0,1.0,0.0,0.0,0.0,0,0,270000000,216332712,中亚股份,杭州中亚机械股份有限公司
300513.SZE,20201209,13.09,13.14,13.17,12.72,12.74,6782134,87475181.1,SZE,A,20160530,trade,0,1.0,0.0,0.0,0.0,0,0,313691155,241429992,恒实科技,北京恒泰实达科技股份有限公司
300514.SZE,20201209,15.76,15.45,15.55,13.86,14.02,18224042,265015539.5,SZE,A,20170426,trade,0,1.0,0.0,0.0,0.0,0,0,200000000,152912000,友讯达,深圳友讯达科技股份有限公司
300515.SZE,20201209,11.87,11.91,11.91,11.3,11.35,3115700,35936841.2,SZE,A,20160608,trade,0,1.0,0.0,0.0,0.0,0,0,205950000,174754275,三德科技,湖南三德科技股份有限公司
300516.SZE,20201209,34.78,34.8,36.61,34.25,35.85,4655922,166111098.1,SZE,A,20160602,trade,0,1.0,0.0,0.0,0.0,0,0,180000000,180000000,久之洋,湖北久之洋红外系统股份有限公司
300517.SZE,20201209,17.9,17.97,17.99,17.28,17.9,1919300,33668766.0,SZE,A,20160719,trade,0,1.0,0.0,0.0,0.0,0,0,106726000,62429425,海波重科,海波重型工程科技股份有限公司
300518.SZE,20201209,42.85,43.0,43.23,41.65,41.88,1348634,56978612.3,SZE,A,20160624,trade,0,1.0,0.0,0.0,0.0,0,0,93340000,61968106,盛讯达,深圳市盛讯达科技股份有限公司
300519.SZE,20201209,18.22,18.22,18.41,17.36,17.38,5529500,98311648.0,SZE,A,20160624,trade,0,1.0,0.0,0.0,0.0,0,0,160000000,114100000,新光药业,浙江新光药业股份有限公司
300520.SZE,20201209,24.88,24.83,24.83,23.52,23.56,10477120,251958905.0,SZE,A,20160708,trade,0,1.0,0.0,0.0,0.0,0,0,249515065,193084837,科大国创,科大国创软件股份有限公司
300521.SZE,20201209,23.15,23.06,23.06,22.38,22.38,873600,19845982.0,SZE,A,20160705,trade,0,1.0,0.0,0.0,0.0,0,0,144000000,143999055,爱司凯,爱司凯科技股份有限公司
300522.SZE,20201209,26.6,26.57,26.78,25.9,25.96,788810,20686567.6,SZE,A,20160705,trade,0,1.0,0.0,0.0,0.0,0,0,180662742,119363282,世名科技,苏州世名科技股份有限公司
300523.SZE,20201209,35.48,35.59,35.79,35.21,35.24,693430,24564159.6,SZE,A,20160726,trade,0,1.0,0.0,0.0,0.0,0,0,232637638,227840820,辰安科技,北京辰安科技股份有限公司
300525.SZE,20201209,27.78,27.83,28.15,26.9,26.9,2282264,62447212.4,SZE,A,20160726,trade,0,1.0,0.0,0.0,0.0,0,0,280235282,213935237,博思软件,福建博思软件股份有限公司
300526.SZE,20201209,60.15,60.1,60.63,59.1,59.73,1232474,73782599.8,SZE,A,20160802,trade,0,1.0,0.0,0.0,0.0,0,0,204248968,204243565,中潜股份,中潜股份有限公司
300527.SZE,20201209,10.93,10.9,11.57,10.76,11.1,38271167,429185918.7,SZE,A,20160805,trade,0,1.0,0.0,0.0,0.0,0,0,913808115,913808115,中船应急,中国船舶重工集团应急预警与救援装备股份有限公司
300528.SZE,20201209,6.83,6.82,6.84,6.61,6.64,3252980,21843131.0,SZE,A,20160808,trade,0,1.0,0.0,0.0,0.0,0,0,372608054,255167619,幸福蓝海,幸福蓝海影视文化集团股份有限公司
300529.SZE,20201209,68.76,69.0,69.43,67.12,67.95,4171547,283824735.4,SZE,A,20160802,trade,0,1.0,0.0,0.0,0.0,0,0,799109142,461349602,健帆生物,健帆生物科技集团股份有限公司
300530.SZE,20201209,33.9,34.2,34.2,32.84,33.27,711275,23791066.2,SZE,A,20160809,trade,0,1.0,0.0,0.0,0.0,0,0,158413500,96866927,达志科技,广东达志环保科技股份有限公司
300531.SZE,20201209,17.43,17.47,17.47,16.8,16.81,3864875,65988532.5,SZE,A,20160809,trade,0,1.0,0.0,0.0,0.0,0,0,323053129,280000000,优博讯,深圳市优博讯科技股份有限公司
300532.SZE,20201209,10.78,10.9,10.9,10.4,10.44,3356420,35610405.0,SZE,A,20160818,trade,0,1.0,0.0,0.0,0.0,0,0,273175416,163728264,今天国际,深圳市今天国际物流技术股份有限公司
300533.SZE,20201209,29.15,29.29,29.29,28.5,28.5,729221,20983317.5,SZE,A,20160818,trade,0,1.0,0.0,0.0,0.0,0,0,151003800,97615696,冰川网络,深圳冰川网络股份有限公司
300534.SZE,20201209,6.68,6.67,6.7,6.48,6.5,4115750,27075908.5,SZE,A,20160913,trade,0,1.0,0.0,0.0,0.0,0,0,303345000,300319326,陇神戎发,甘肃陇神戎发药业股份有限公司
300535.SZE,20201209,15.82,15.82,15.88,15.19,15.2,2027100,31313775.0,SZE,A,20160812,trade,0,1.0,0.0,0.0,0.0,0,0,104016503,83990408,达威股份,四川达威科技股份有限公司
300536.SZE,20201209,14.15,14.15,14.35,14.01,14.06,1377375,19497811.2,SZE,A,20160920,trade,0,1.0,0.0,0.0,0.0,0,0,293288133,219135952,农尚环境,武汉农尚环境股份有限公司
300537.SZE,20201209,20.7,20.68,20.9,19.83,19.87,10325541,208505593.6,SZE,A,20160830,trade,0,1.0,0.0,0.0,0.0,0,0,193027584,125381223,广信材料,江苏广信感光新材料股份有限公司
300538.SZE,20201209,24.24,24.2,24.27,23.2,23.24,5148467,122161034.3,SZE,A,20160826,trade,0,1.0,0.0,0.0,0.0,0,0,151598811,77455674,同益股份,深圳市同益实业股份有限公司
300539.SZE,20201209,8.87,8.84,8.95,8.48,8.52,3492220,30158118.6,SZE,A,20160830,trade,0,1.0,0.0,0.0,0.0,0,0,221993208,113141776,横河模具,宁波横河模具股份有限公司
300540.SZE,20201209,20.11,20.14,20.32,19.33,19.4,4070052,80443787.2,SZE,A,20160823,trade,0,1.0,0.0,0.0,0.0,0,0,124691993,88765337,深冷股份,成都深冷液化设备股份有限公司
300541.SZE,20201209,20.55,20.53,20.8,19.4,19.48,5924372,118563753.5,SZE,A,20160913,trade,0,1.0,0.0,0.0,0.0,0,0,235804033,186102504,先进数通,北京先进数通信息技术股份公司
300542.SZE,20201209,16.45,16.34,16.52,15.71,15.76,12439559,199665243.2,SZE,A,20160920,trade,0,1.0,0.0,0.0,0.0,0,0,300083479,196090103,新晨科技,新晨科技股份有限公司
